EventID,Time_UTC,Lat,Lon,Depth_km,MagType,Mag,Region
20260612_0000027,2026-06-12T01:45:04.0Z,5.12,126.66,96.0,m,3.3,MINDANAO, PHILIPPINES
20260612_0000030,2026-06-12T01:50:12.0Z,5.51,125.33,10.0,m,3.8,MINDANAO, PHILIPPINES
20260612_0000048,2026-06-12T02:47:38.0Z,5.25,125.16,12.0,m,3.2,MINDANAO, PHILIPPINES
20260612_0000058,2026-06-12T03:13:40.0Z,5.2,125.45,22.0,m,4.2,MINDANAO, PHILIPPINES
20260612_0000061,2026-06-12T03:20:11.0Z,5.41,124.93,17.0,m,3.4,MINDANAO, PHILIPPINES
20260612_0000068,2026-06-12T03:52:56.0Z,5.28,125.02,8.0,m,3.0,MINDANAO, PHILIPPINES
20260612_0000074,2026-06-12T04:19:34.0Z,5.57,125.22,10.0,m,3.7,MINDANAO, PHILIPPINES
20260612_0000076,2026-06-12T04:26:54.0Z,5.44,125.39,10.0,m,3.4,MINDANAO, PHILIPPINES
20260612_0000086,2026-06-12T04:50:50.0Z,5.53,125.42,12.0,m,3.1,MINDANAO, PHILIPPINES
20260612_0000090,2026-06-12T05:14:43.32Z,5.4073,124.6241,35.0,mb,4.8,MINDANAO, PHILIPPINES
20260612_0000096,2026-06-12T05:53:20.0Z,5.54,125.56,6.0,m,3.5,MINDANAO, PHILIPPINES
20260612_0000106,2026-06-12T06:28:54.0Z,5.32,125.31,2.0,m,3.0,MINDANAO, PHILIPPINES
20260612_0000108,2026-06-12T06:42:22.0Z,4.49,127.24,10.0,m,3.5,KEPULAUAN TALAUD, INDONESIA
20260612_0000111,2026-06-12T06:56:31.0Z,5.36,125.56,10.0,m,3.7,MINDANAO, PHILIPPINES
20260612_0000113,2026-06-12T06:58:11.0Z,5.73,125.22,19.0,m,3.2,MINDANAO, PHILIPPINES
20260612_0000117,2026-06-12T07:27:13.0Z,5.11,125.49,10.0,m,3.3,MINDANAO, PHILIPPINES
20260612_0000125,2026-06-12T08:02:01.0Z,5.33,125.26,9.0,m,4.0,MINDANAO, PHILIPPINES
20260612_0000136,2026-06-12T08:39:40.0Z,5.29,125.33,27.0,m,4.0,MINDANAO, PHILIPPINES
20260612_0000135,2026-06-12T08:41:38.0Z,5.25,125.34,9.0,m,3.6,MINDANAO, PHILIPPINES
20260612_0000134,2026-06-12T08:46:05.0Z,2.35,127.33,24.0,m,4.2,MOLUCCA SEA
20260612_0000145,2026-06-12T09:23:17.0Z,5.14,125.56,9.0,m,3.1,MINDANAO, PHILIPPINES
20260612_0000147,2026-06-12T09:43:03.0Z,4.97,125.81,10.0,m,3.8,KEPULAUAN SANGIHE, INDONESIA
20260612_0000150,2026-06-12T09:49:13.0Z,8.53,126.5,11.0,m,3.7,MINDANAO, PHILIPPINES
